BuildingClass,ZoningClassification,StreetFrontage,PlotSize,StreetType,AlleyAccess,PlotShape,LandFlatness,UtilitiesAvailable,PlotConfiguration,PlotSlope,BusinessDistrict,Proximity1,Proximity2,BuildingType,BuildingStyle,BuildingGrade,BuildingCondition,ConstructionYear,RenovationYear,RoofType,RoofMaterial,ExteriorCovering1,ExteriorCovering2,ExteriorFinishType,ExteriorFinishArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementQuality,BasementCondition,BasementExposure,BasementFinishType1,FinishedBasementArea1,BasementFinishType2,FinishedBasementArea2,UnfinishedBasementArea,BasementArea,HeatingType,HeatingQuality,CentralAirConditioning,ElectricalSystem,GroundFloorArea,UpperFloorArea,LowQualityArea,OfficeSpace,BasementRestrooms,BasementHalfRestrooms,Restrooms,HalfRestrooms,MeetingRooms,Pantries,PantryQuality,TotalRooms,FunctionalityRating,ConferenceRooms,ConferenceRoomQuality,ParkingType,ParkingConstructionYear,ParkingFinish,ParkingSpots,ParkingArea,ParkingQuality,ParkingCondition,PavedAccess,TerraceArea,OpenBalconyArea,EnclosedBalconyArea,3SsnPorch,ScreenedArea,RecreationArea,RecreationQuality,Perimeter,MiscellaneousFeature,MiscellaneousValue,MonthListed,YearListed,ListingType,ListingCondition,OfficeCategory
60.0,RL,,3807.6549103974166,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,5.0,1949.0,1963.0,Gable,CompShg,MetalSd,HdBoard,,303.2384604905909,TA,TA,CBlock,TA,TA,Gd,GLQ,1360.3127569738717,Unf,0.0,546.0,1095.0,GasA,Ex,Y,SBrkr,1448.5150920370706,0.0,0.0,906.1055951647481,1,0,1,0,1,1,Gd,5,Typ,1,,Attchd,1954.0,Fin,2,514.0,TA,TA,Y,0.0,81.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2008.0,ConLD,Normal,2
20.0,RL,68.0,11930.179768766895,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1915.0,1950.0,Gable,CompShg,WdShing,Wd Sdng,Stone,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,0.0,ALQ,722.4345341263187,1050.738295792987,1037.3455530001409,GasA,TA,Y,FuseA,928.0,0.0,0.0,1022.0,0,0,1,0,3,1,TA,4,Typ,1,TA,Detchd,1923.0,Unf,1,400.0,TA,TA,Y,63.0,0.0,120.44481988837232,0.0,0.0,0.0,,,,0.0,4.0,2006.0,WD,Normal,1
50.0,FV,,8814.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,2Story,6.0,5.0,2000.0,1970.0,Gable,CompShg,CemntBd,HdBoard,,423.0,TA,TA,PConc,TA,TA,No,ALQ,666.7979991751256,Unf,0.0,172.0,861.7607075710994,GasA,Gd,Y,SBrkr,936.0,0.0,0.0,952.0,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,2002.0,RFn,2,500.45826402574505,TA,TA,Y,84.0,0.0,0.0,0.0,0.0,0.0,,NA,,0.0,5.0,2009.0,WD,Normal,2
120.0,RM,,9200.625797551898,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1Story,4.0,5.0,1945.0,1957.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,588.0,GasA,TA,Y,SBrkr,492.79746210490896,1169.0394903794513,0.0,1098.231255746982,0,0,2,0,4,1,Fa,7,Typ,0,,,1979.0,,1,320.0,,TA,Y,125.99261314374081,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,New,Normal,2
70.0,RL,64.0,5449.865389402044,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,1977.0,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,Fa,CBlock,Gd,,Av,BLQ,398.7625653604732,Unf,0.0,289.0,1020.0,GasA,Ex,Y,SBrkr,846.923267571114,0.0,0.0,1040.0,1,0,1,1,3,1,TA,5,Typ,1,,Attchd,2001.0,RFn,2,286.0,TA,TA,Y,0.0,0.0,0.0,127.37218975376979,0.0,0.0,,MnPrv,,0.0,8.0,2007.0,WD,Normal,1
85.0,RL,50.0,9600.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,TwnhsE,2Story,5.0,3.0,1977.0,2003.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Rec,305.039221628356,Unf,0.0,363.0,686.0,GasA,Gd,N,SBrkr,744.0,546.0,0.0,1268.6964291989373,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,2007.0,NA,0,0.0,NA,NA,Y,0.0,84.8569934309866,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Abnorml,0
30.0,RL,75.0,13054.25982127784,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,6.0,5.0,1955.0,1952.0,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,1200.0,Unf,0.0,1150.8389712248925,1430.0,GasA,TA,Y,SBrkr,1055.0,843.7153263626682,0.0,1737.0,0,0,2,0,4,1,TA,9,Typ,1,,Attchd,1975.0,Unf,2,384.0,Fa,Fa,N,172.97803124953464,96.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,6.0,2010.0,WD,Normal,2
20.0,RL,,12394.435218226352,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,6.0,5.0,1986.0,1979.0,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,Gd,Mn,ALQ,317.0,Unf,0.0,2086.156685051354,1884.0,GasA,TA,Y,SBrkr,1621.5323806387428,0.0,0.0,1220.5435398751806,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1957.0,Fin,3,745.8358205034756,TA,TA,Y,167.58593770502426,0.0,0.0,0.0,0.0,0.0,NA,,,0.0,2.0,2008.0,WD,Partial,2
80.0,RL,75.0,9785.732066066721,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,SawyerW,Artery,Norm,1Fam,1.5Fin,6.0,4.0,1943.0,1970.0,Gable,CompShg,HdBoard,VinylSd,,112.0,Gd,TA,CBlock,Gd,Gd,Mn,Rec,0.0,Unf,0.0,994.0,1424.2918122954823,GasA,Ex,Y,FuseA,1242.0,1119.5690313498949,0.0,2392.0,0,0,2,1,4,1,TA,9,Typ,1,Fa,Detchd,1979.0,Unf,2,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,WD,Normal,3
60.0,RM,52.181738671228,8480.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4.0,6.0,1912.0,1950.0,Gable,CompShg,VinylSd,Wd Sdng,,0.0,Fa,Gd,BrkTil,NA,TA,No,Unf,73.02817098037082,Unf,0.0,98.67906606209368,506.9186883353159,GasA,TA,Y,SBrkr,672.0,0.0,0.0,816.0,0,0,1,0,3,1,Fa,4,Typ,0,,Detchd,1936.0,Unf,0,0.0,TA,TA,P,0.0,0.0,0.0,0.0,94.65408518807261,0.0,,,,0.0,9.0,2007.0,WD,Normal,2
20.0,RL,65.0,10530.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,4.0,5.0,1969.0,1961.0,Gable,CompShg,HdBoard,Plywood,,206.0,TA,TA,CBlock,TA,TA,No,BLQ,317.0,Unf,0.0,225.0,800.6693246272305,GasA,TA,Y,SBrkr,874.9288234195279,0.0,0.0,834.8560808219588,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1956.0,RFn,2,504.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2009.0,WD,Normal,1
20.0,RL,70.0,8818.175402727784,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,PosN,Norm,1Fam,SFoyer,5.0,5.0,1960.0,1950.0,Gable,CompShg,Plywood,HdBoard,,0.0,TA,TA,PConc,Fa,NA,No,NA,0.0,LwQ,1139.718261095712,0.0,0.0,GasA,TA,Y,SBrkr,894.0,0.0,0.0,924.0,0,0,1,0,3,1,TA,4,Typ,0,NA,Detchd,1961.0,Unf,1,308.0,TA,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,NA,,0.0,6.0,2009.0,New,Normal,0
20.0,RL,70.0,4435.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6.0,5.0,1997.0,2007.0,Hip,CompShg,WdShing,Wd Sdng,,200.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1286.0718652396945,1428.6469465957214,GasA,Ex,Y,SBrkr,1664.0,0.0,0.0,1324.0,0,0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1988.0,Unf,1,0.0,NA,Fa,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD,Normal,2
190.0,RL,68.0,3997.9949425445016,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6.0,5.0,1994.0,1995.0,Gable,CompShg,Wd Sdng,Wd Sdng,,383.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,0.0,Unf,0.0,450.0,1140.0,GasA,Ex,Y,SBrkr,1567.0,0.0,0.0,1812.2392115787288,0,0,2,0,3,1,TA,8,Typ,1,,Attchd,1977.0,Fin,2,560.0,TA,TA,Y,225.9729847958262,0.0,0.0,0.0,256.0,0.0,,NA,,0.0,5.0,2007.0,WD,Partial,3
60.0,RL,,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5.0,6.0,1950.0,2004.0,Hip,CompShg,VinylSd,VinylSd,,226.42075496863202,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,270.0,768.0,GasA,TA,Y,SBrkr,780.0,605.8796483864351,0.0,1152.0,0,0,1,1,3,1,TA,8,Typ,0,,BuiltIn,1955.0,NA,1,0.0,Fa,Po,Y,186.60957690964352,0.0,0.0,0.0,0.0,0.0,,NA,,0.0,4.0,2007.0,WD,Normal,0
20.0,RL,68.0,14224.509549889764,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,8.0,5.0,1998.0,2006.0,Gable,CompShg,MetalSd,Plywood,,300.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,798.6252812704643,Unf,0.0,732.0,1862.7966577640784,GasA,Gd,Y,SBrkr,1802.4904490952554,0.0,0.0,1768.0,1,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,2001.0,Fin,2,670.0,TA,TA,Y,252.0,116.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,New,Normal,4
120.0,RL,41.0,3072.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,8.0,7.0,1979.0,2002.0,Gable,CompShg,VinylSd,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,306.0,Unf,0.0,187.0,384.4762728806525,GasA,Ex,Y,SBrkr,500.01317773747877,1356.2690959218694,0.0,1472.0,0,0,1,2,3,1,Gd,6,Typ,1,,Detchd,1975.0,RFn,1,372.0,TA,TA,Y,192.0,62.0,0.0,0.0,0.0,0.0,,NA,,0.0,5.0,2010.0,WD,Normal,2
60.0,RL,95.0,15576.931969623467,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6.0,5.0,1979.0,1993.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,0.0,Unf,0.0,780.0,1104.0,GasA,Ex,Y,SBrkr,936.0,1111.2608491435,0.0,1851.709669821241,0,0,2,1,3,1,TA,10,Typ,0,NA,Attchd,2002.0,Unf,2,463.0,Fa,TA,Y,208.0,148.0,0.0,0.0,0.0,0.0,,NA,,0.0,7.0,2008.0,ConLD,Normal,2
20.0,RL,60.0,8801.183640126697,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,1974.0,1962.0,Gable,CompShg,HdBoard,MetalSd,BrkFace,523.2062389727259,TA,TA,CBlock,TA,TA,No,GLQ,588.0,Unf,0.0,892.9394967465594,1278.0,GasA,Gd,Y,SBrkr,1319.7207820855383,0.0,0.0,1586.961232428988,1,0,1,1,3,1,Gd,6,Typ,0,NA,Attchd,1998.0,Fin,2,616.0,TA,TA,Y,100.0,54.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD,Normal,3
20.0,RL,90.0,10189.014400531913,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,8.21923021238866,6.0,2005.0,2003.0,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,BrkTil,Ex,Gd,Gd,Rec,0.0,Unf,0.0,2042.1783315819962,2136.0,GasA,Ex,Y,SBrkr,1656.632286285656,0.0,0.0,1428.0,0,0,1,0,3,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2,480.0,TA,TA,Y,176.5769599650976,36.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2007.0,New,Partial,4
50.0,RL,68.0,9520.687763728869,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,7.0,1967.0,1967.0,Hip,CompShg,VinylSd,Plywood,,216.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,504.0,975.0,GasA,TA,Y,SBrkr,940.0,0.0,0.0,1166.5813348528086,0,0,1,0,2,1,TA,6,Typ,0,,Attchd,,Unf,2,439.0,Fa,TA,Y,120.0,24.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD,Normal,2
20.0,RL,160.0,19515.85999295733,Pave,,Reg,HLS,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,6.0,1973.0,2006.0,Hip,CompShg,VinylSd,Wd Sdng,,0.0,TA,Gd,CBlock,Gd,TA,Gd,GLQ,1245.482299674321,,0.0,93.0,1460.6660795554744,GasA,Ex,Y,SBrkr,1325.0475852982026,677.0,0.0,1748.2315171135024,1,0,1,1,3,1,Gd,7,Typ,1,TA,Attchd,1977.0,Unf,1,400.0,TA,TA,Y,0.0,54.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD,Normal,2
80.0,RM,60.0,10673.323291110451,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,6.0,8.0,1926.0,1953.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,384.0,732.0,GasA,TA,Y,SBrkr,612.0,687.0,0.0,980.0,0,0,1,1,2,1,TA,5,Typ,1,,Detchd,1930.0,RFn,1,336.0,TA,TA,Y,379.8560607604479,20.379455952325436,50.10632770002643,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD,Partial,0
50.0,RL,65.0,7438.191118853477,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,6.0,1938.0,1950.0,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,TA,TA,PConc,TA,TA,No,Unf,116.39646461962148,Unf,0.0,796.0,1117.5102246327879,GasA,Gd,Y,FuseF,864.0,0.0,0.0,1138.0,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1968.0,Unf,2,472.0,,,Y,0.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD,Normal,2
20.0,RL,68.0,6780.336930389136,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,OldTown,Norm,Norm,1Fam,SLvl,5.0,5.0,1967.0,1975.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,776.5239739227688,Unf,0.0,0.0,692.0566942038038,GasA,TA,Y,SBrkr,704.1118849242872,0.0,0.0,985.8418627810421,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1986.0,Unf,1,276.0,NA,TA,Y,0.0,49.0,0.0,0.0,0.0,0.0,,NA,,0.0,4.0,2009.0,WD,Normal,1
60.0,RL,60.0,8066.571623765106,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1929.0,1976.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,NA,No,Unf,0.0,Unf,0.0,162.0,715.0,GasA,Gd,Y,SBrkr,996.0,0.0,0.0,1299.0,0,0,1,0,2,1,TA,5,Typ,1,Fa,,1967.0,Unf,2,310.0,TA,TA,Y,0.0,30.0,126.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,0
160.0,RM,,13108.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,9.0,5.0,2004.0,1996.0,Gable,CompShg,WdShing,Wd Sdng,,0.0,TA,TA,CBlock,Ex,TA,No,Unf,0.0,,0.0,1428.1328887926882,1593.3254018635582,GasA,Gd,Y,SBrkr,1265.0,786.7199473296783,0.0,1992.0,1,0,2,0,3,1,Gd,8,Typ,1,,Attchd,2006.0,RFn,2,484.0,TA,TA,Y,210.0,63.0,0.0,0.0,0.0,0.0,,NA,,0.0,9.0,2007.0,WD,Normal,4
20.0,RL,70.0,7983.254734895735,Pave,,IR2,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,6.0,7.0,2004.0,2007.0,Gable,CompShg,HdBoard,BrkFace,BrkFace,294.99077194831835,TA,TA,PConc,Gd,TA,No,BLQ,312.0,Unf,0.0,1574.2175481770134,1621.7337107433266,GasA,Gd,Y,SBrkr,1128.0,0.0,0.0,1132.4503860123075,0,0,1,0,2,1,TA,4,Typ,1,,Detchd,2005.0,Unf,2,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2010.0,WD,Normal,2
20.0,RL,107.0,16439.697172577966,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1967.0,1976.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,250.0,Unf,0.0,1351.675396928902,1740.0,GasA,Ex,Y,SBrkr,1312.0426792001354,0.0,0.0,1644.0,1,0,2,0,3,1,TA,7,Typ,0,NA,Attchd,1978.0,RFn,2,528.0,TA,TA,Y,0.0,72.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,2
50.0,RL,75.0,10004.742013388352,Pave,,IR2,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5.0,5.0,1963.0,1952.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,912.271815056806,916.0,GasA,Gd,Y,SBrkr,1057.0,0.0,0.0,869.0,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,,RFn,1,264.0,TA,TA,P,194.0,169.20908461771342,0.0,0.0,0.0,0.0,,NA,,400.0,7.0,2006.0,WD,Normal,0
20.0,RL,64.0,9363.925108441008,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1953.0,1986.0,Gable,CompShg,MetalSd,VinylSd,BrkFace,0.0,Gd,TA,CBlock,TA,TA,No,Unf,257.0,Unf,0.0,1160.7222329721794,1291.022391027982,GasA,Gd,Y,SBrkr,1307.6864722223763,0.0,0.0,1246.0,1,0,2,0,3,2,Gd,6,Typ,0,NA,Attchd,1963.0,RFn,2,600.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2009.0,WD,Normal,1
160.0,RM,,7226.45091492444,Pave,,Reg,Bnk,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6.0,8.0,1920.0,1950.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,NA,No,Rec,668.0,Unf,168.93780148286555,0.0,299.7634394786559,GasA,Fa,Y,FuseA,864.0,633.7743103928012,0.0,1347.0,0,0,2,0,3,1,TA,5,Typ,0,,,1925.0,RFn,1,313.0,TA,TA,Y,0.0,0.0,256.7562931472813,0.0,0.0,0.0,,MnPrv,,0.0,5.0,2008.0,WD,Abnorml,0
60.0,RL,68.0,13891.0,Pave,,Reg,Bnk,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,6.0,5.0,1992.0,1985.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,408.0,Unf,0.0,178.85313416568874,894.0,GasA,Ex,Y,SBrkr,1116.0,512.0,0.0,1489.0,1,0,1,0,2,1,Gd,6,Typ,0,NA,Detchd,1960.0,Unf,0,0.0,TA,,Y,192.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,ConLD,Normal,1
20.0,RM,,4255.829877151061,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,Duplex,1.5Fin,3.0,5.0,1918.0,1973.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,234.0,Unf,0.0,831.0701912024836,845.0,GasA,TA,Y,SBrkr,944.0,0.0,0.0,792.5291063283278,0,0,0,0,2,1,TA,4,Min2,0,,,1957.0,NA,1,0.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,11.0,2006.0,New,Normal,3
70.0,RL,,6762.0,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Gilbert,Artery,Norm,Twnhs,1Story,4.0,5.0,1950.0,1970.0,Gable,CompShg,MetalSd,HdBoard,,,TA,TA,PConc,Fa,NA,No,NA,0.0,Unf,0.0,338.35403942247814,518.0390708919547,GasA,Ex,Y,SBrkr,725.0,741.0,0.0,1077.772854221858,0,0,2,0,3,1,TA,5,Typ,0,,Detchd,1940.0,Unf,0,0.0,TA,TA,Y,0.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD,Normal,2
50.0,RL,68.0,11643.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,4.0,6.0,1968.0,1981.0,Gable,CompShg,CemntBd,MetalSd,,0.0,TA,TA,PConc,Fa,TA,No,Unf,355.7312737767291,NA,0.0,0.0,662.0,GasA,Gd,Y,SBrkr,864.0,0.0,0.0,1004.0,0,0,1,0,3,1,Fa,6,Typ,0,NA,Detchd,1968.0,Unf,0,0.0,NA,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,WD,Family,1
20.0,RL,75.0,9508.613154024117,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6.0,8.0,1999.0,2005.0,Gable,CompShg,CemntBd,HdBoard,,130.0,Gd,Gd,CBlock,Ex,TA,Av,GLQ,906.4893389250228,ALQ,813.6588711207888,87.91782246159508,1216.0,GasA,Gd,Y,SBrkr,1124.4333066486965,0.0,0.0,1302.0,0,1,1,0,2,1,Gd,5,Typ,1,TA,Attchd,2003.0,Fin,3,896.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,500.0,8.0,2009.0,WD,Normal,2
120.0,RL,84.0,12109.17393584975,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,6.0,1968.0,2005.0,Hip,CompShg,VinylSd,Wd Shng,,0.0,Gd,TA,CBlock,Gd,TA,No,GLQ,776.0,Unf,0.0,672.0,1022.1120040389503,GasA,TA,Y,SBrkr,1006.9864342668328,887.0,0.0,1991.401782049633,1,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1978.0,Fin,2,516.0,TA,TA,Y,192.0,42.0,0.0,0.0,0.0,0.0,,NA,,0.0,7.0,2008.0,New,Normal,3
50.0,RL,78.0,10669.176797667507,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1.5Fin,5.0,5.0,2006.0,1998.0,Gable,Tar&Grv,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,,NA,0.0,Unf,0.0,237.0,596.0,GasA,Ex,N,SBrkr,1226.0,0.0,0.0,1388.0,0,0,2,0,2,1,TA,5,Mod,1,,Detchd,2005.0,,1,315.56386766421184,TA,TA,Y,0.0,75.8051507543198,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,New,Normal,0
50.0,RL,,7175.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,4.0,6.0,2003.0,1998.0,Gable,CompShg,VinylSd,VinylSd,,660.0,TA,TA,PConc,Gd,,Gd,GLQ,774.0,Unf,0.0,316.0,820.2389784537,GasA,Ex,Y,SBrkr,672.0,0.0,0.0,848.0,0,0,2,0,3,1,TA,5,Typ,0,,Attchd,1981.0,,2,575.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,1.0,2008.0,WD,Normal,2
70.0,RL,72.0,10000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,TwnhsE,2Story,7.0,5.0,2005.0,1998.0,Gable,CompShg,CemntBd,CmentBd,,200.0,TA,TA,PConc,TA,TA,No,Rec,567.2256705320139,Unf,0.0,349.8047141742613,936.0,GasA,Gd,Y,FuseA,1398.9381905695614,0.0,0.0,1577.3155638771161,0,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2001.0,Fin,2,604.7176121438488,TA,,Y,0.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,New,Alloca,3
60.0,RL,68.0,7616.104309550375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1958.0,1995.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,Gd,No,Unf,0.0,Unf,0.0,408.3483824763146,864.0,GasA,TA,Y,SBrkr,832.0,646.3337692056724,0.0,1166.5743995350238,0,0,1,0,3,1,TA,5,Typ,0,NA,,1956.0,NA,0,0.0,Fa,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD,Normal,0
180.0,RM,80.0,9600.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,5.0,5.0,1900.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,121.79823794561433,Unf,0.0,1048.0,1181.0,GasA,Fa,Y,SBrkr,1216.0,670.7962760887211,0.0,1671.0,0,0,1,1,3,1,Fa,8,Min1,1,,,1939.0,Unf,2,440.0,TA,TA,N,0.0,0.0,368.9416234711092,0.0,0.0,0.0,,,,0.0,7.0,2010.0,WD,Abnorml,1
